logbookID	title	desc	start_date	start_place	end_date	end_place	source	note	change_date	changer	masterIDs	vesselIDs	voyageIDs	master	repositoryID	ID_in_repo	ID_in_repo_alt	url_in_repo	viewer_url	creator	creatorID	thumbnail	citation	other_years	segmentIDs
AL075533	Journal of the Chile (Ship), Jasper (Bark), Junius (Bark), Malta (Bark) and Wave (Bark); mastered by Samuel Leach, Ansel B. Pope, Chester F. Smith, Henry Daggett and Charles Downes; and kept by John Winslow; on whaling voyages between 1846 and 1853.						IA		2021-10-24	dtc	AM3918, AM4470, AM1489, AM1612	AS0318, AS0327, AS0470, AS0696	AV07424, AV07974, AV08803, AV15445		PPL	533			https://archive.org/details/journalofchilesh00chil	John Winslow					AV07424.1, AV07974.1, AV08803.1, AV15445.1
AL075534	Journal of the Falcon (Ship) out of New Bedford, MA, mastered by Barnabas Kirby and kept by Barnabas Kirby, on a whaling voyage between 1846 and 1849.						IA		2021-10-24	dtc	AM4841	AS0211	AV04830		PPL	534			https://archive.org/details/journaloffalcons00falc	Barnabas Kirby	AE048301012				AV04830.1
AL075535	Logbook of the Charles Drew (Ship) out of New Bedford, MA, mastered by John T. Coffin, on a whaling voyage between 1846 and 1849.						IA		2021-10-24	dtc	AM1163	AS0081	AV02668		PPL	535			https://archive.org/details/logbookofcharles00char_1						AV02668.1
AL075536	Journal of the Bowditch (Ship) out of Warren, RI, mastered by Luther M. Borden and Nelson J. Waldron and kept by Ambrose Waldron, on whaling voyages between 1846 and 1854.						IA		2021-10-24	dtc	AM0513, AM5164	AS1001	AV01976, AV01977, AV01978		PPL	536			https://archive.org/details/journalofbowditc00bowd	Ambrose Waldron					AV01976.1, AV01977.1, AV01978.1
AL075537	Journal of the Roscoe II (Bark) out of New Bedford, MA, mastered by Asa S. Tobey and kept by Asa S. Tobey, on a whaling voyage between 1846 and 1851.						IA		2021-10-24	dtc	AM5045	AS0577	AV12579		PPL	537			https://archive.org/details/journalofroscoei00rosc	Asa S. Tobey					AV12579.1
AL075538	Journal of the Thomas Winslow (Brig) out of Westport, MA, mastered by William B. Stanton and kept by Obed Pierce, on a whaling voyage between 1846 and 1847.						IA		2021-10-24	dtc	AM4657	AS0661	AV13879		PPL	538			https://archive.org/details/journalofthomasw00thom	Obed Pierce	AE138791014				AV13879.1
AL075539	Logbook of the Mechanic (Ship) out of Newport, RI, mastered by Oliver Potter, on a whaling voyage between 1846 and 1851.						IA		2021-10-24	dtc	AM3944	AS1915	AV09505		PPL	539			https://archive.org/details/logbookofmechani00mech						AV09505.1
AL075540	Journal of the Atlantic (Bark), Statira (Bark) and Valparaiso (Bark); mastered by Richard G. Luce and kept by Richard Luce; on whaling voyages between 1845 and 1860.						IA		2021-10-24	dtc	AM3199	AS0023, AS0613, AS0671	AV01334, AV13446, AV15085		PPL	540			https://archive.org/details/journalofatlanti00atla_0	Richard Luce					AV01334.1, AV13446.1, AV15085.1
AL075541	Journal of the Catherwood (Brig) and United States (Bark) out of Westport, MA, mastered by Elnathan H. Cushing and Ezra Pickens and kept by John Grinnell, on whaling voyages between 1845 and 1852.						IA		2021-10-24	dtc	AM1472, AM3850	AS1057, AS2542	AV02478, AV14340		PPL	541			https://archive.org/details/journalofcatherw00cath	John Grinnell	AE024781015				AV02478.1, AV14340.1
AL075542	Journal of the Charles W. Morgan (Ship) out of New Bedford, MA, mastered by John D. Sampson and kept by Frederick Vincent, on a whaling voyage between 1845 and 1848.						IA		2021-10-24	dtc	AM4237	AS0089	AV02713		PPL	542			https://archive.org/details/journalofcharles00char_1	Frederick Vincent	AE027131004				AV02713.1
AL075543	Journal of the Obed Mitchell (Ship) out of New Bedford, MA, mastered by Peleg S. Wing, on a whaling voyage between 1845 and 1848.						IA		2021-10-24	dtc	AM5410	AS0514	AV10676		PPL	543			https://archive.org/details/journalofobedmit00obed						AV10676.1
AL075544	Journal of the Lion (Ship) out of Providence, RI, mastered by Charles F. Howland, on a whaling voyage in 1845.						IA		2021-10-24	dtc	AM2710	AS2652	AV08466		PPL	544			https://archive.org/details/journaloflionshi00lion_0						AV08466.1
AL075545	Logbook of the Orozimbo (Ship) out of New Bedford, MA, mastered by James Adams Norton, on a whaling voyage between 1845 and 1848.						IA		2021-10-24	dtc	AM3617	AS0511	AV11005		PPL	545			https://archive.org/details/logbookoforozimb00oroz						AV11005.1
AL075546	Account book of the Lion (Ship) out of Providence, RI, mastered by Charles F. Howland, on a whaling voyage between 1845 and 1850.						IA		2021-10-24	dtc	AM2710	AS2652	AV08466		PPL	546			https://archive.org/details/acountbookoflion00lion						AV08466.1
AL075547	Journal of the Elizabeth (Bark) out of Mattapoisett, MA, mastered by Henry Daggett and Elisha C. Jenney and kept by Albert M Keith, on whaling voyages between 1845 and 1846.						IA		2021-10-24	dtc	AM2873, AM1489	AS1279	AV04205		PPL	547			https://archive.org/details/journalofelizabe00eliz	Albert M Keith					AV04205.1, AV04205.2
AL075548	Account book of the Ann Alexander (Ship) and Peri (Bark) out of New Bedford, MA, mastered by Isaac F. Sawtell and Oren Bernard Higgins and kept by Oren Bernard Higgins, on whaling voyages between 1845 and 1853.						IA		2021-10-24	dtc	AM4266, AM2593	AS0007, AS0540	AV01005, AV11406		PPL	548			https://archive.org/details/acountbookofanna00anna	Oren Bernard Higgins	AE010051014				AV01005.1, AV11406.1
AL075549	Logbook of the Mexico (Brig) out of Westport, MA, mastered by Frederick A. Wing, on a whaling voyage between 1845 and 1846.						IA		2021-10-24	dtc	AM5403	AS1939	AV09712		PPL	549			https://archive.org/details/logbookofmexicob00mexi						AV09712.1
AL075550	Account book of the Minerva (Bark) out of New Bedford, MA, mastered by Godfrey King, on a whaling voyage between 1844 and 1846.						IA		2021-10-24	dtc	AM3002	AS0422	AV09867		PPL	550			https://archive.org/details/acountbookofmine00mine_0						AV09867.1
AL075551	Journal of the Niger (Ship) out of New Bedford, MA, mastered by James Gray and kept by John Perry, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM2286	AS0496	AV10465		PPL	551			https://archive.org/details/journalofnigersh00nige	John Perry	AE104651019				AV10465.1
AL075552	Journal of the Cassander (Ship) out of Providence, RI, mastered by Henry F. King and kept by John M. Warner, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM3003	AS1050	AV02440		PPL	552			https://archive.org/details/journalofcassand00cass	John M. Warner					AV02440.1
AL075553	Logbook of the Clifford Wayne (Ship) out of Fairhaven, MA, mastered by Ezra T. Howland and kept by John H. Wady, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM2718	AS1114	AV02995		PPL	553			https://archive.org/details/logbookofcliffor00clif	John H. Wady	AE029951004				AV02995.1
AL075554	Account book of the Vineyard (Ship) out of Edgartown, MA, mastered by Edwin Sr. Coffin, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM1135	AS2564	AV15173		PPL	554			https://archive.org/details/acountbookofvine00vine						AV15173.1
AL075555	Journal of the Dunbarton (Bark), Edward (Brig) and Solon (Brig); mastered by Benjamin B. Handy, Thomas Jefferson Southworth, Albert Daggett; and kept by Benjamin B. Handy; on whaling voyages between 1844 and 1848.						IA		2021-10-24	dtc	AM2422, AM4601, AM1484	AS0151, AS1255, AS0631	AV03890, AV04007, AV13208		PPL	555			https://archive.org/details/journalofdunbart00dunb	Benjamin B. Handy					AV03890.1, AV04007.1, AV13208.1
AL075556	Journal of the North America (Bark) out of New London, CT, mastered by Nathaniel Richards, Jr. and kept by E. C. Smith, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM4076	AS2056	AV10592		PPL	556			https://archive.org/details/journalofnortham00nort	E. C. Smith	AE105921014				AV10592.1
AL075557	Journal of the Marcus (Ship) out of Fairhaven, MA, mastered by Samuel H. Taber, on a whaling voyage between 1844 and 1846.						IA		2021-10-24	dtc	AM4964, AM9999, AM4964	AS1841	AV08886		PPL	557			https://archive.org/details/journalofmarcuss00marc						AV08886.1, AV08886.2, AV08886.3
AL075558	Journal of the Cassander (Ship) out of Providence, RI, mastered by Henry F. King and kept by David King, on a whaling voyage between 1844 and 1846.						IA		2021-10-24	dtc	AM3003	AS1050	AV02440		PPL	558			https://archive.org/details/journalofcassand00cass_0	David King					AV02440.1
AL075559	Journal of the Hobomok (Ship) out of Falmouth, MA, mastered by Rowland R. Jones, on a whaling voyage between 1844 and 1848.						IA		2021-10-24	dtc	AM2921	AS1606	AV06710		PPL	559			https://archive.org/details/journalofhobomok00hobo						AV06710.1
AL075560	Logbook of the Lafayette (Ship) out of New Bedford, MA, mastered by Lorenzo Smith, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM4528	AS0379	AV08143		PPL	560			https://archive.org/details/logbookoflafayet00lafa						AV08143.1
AL075561	Account book of the John and Edward (Ship) out of New Bedford, MA, mastered by Francis Cottle Smith, on a whaling voyage between 1844 and 1846.						IA	read log: AOWV has master Stephen C. Christian AM0958	2021-10-24	dtc	AM0958	AS0325	AV07637		PPL	561			https://archive.org/details/acountbookofjohn00john						AV07637.1
AL075562	Logbook of the Vineyard (Ship) out of Edgartown, MA, mastered by Edwin, Sr. Coffin, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM1135	AS2564	AV15173		PPL	562			https://archive.org/details/logbookofvineyar00vine_0						AV15173.1
AL075563	Logbook of the Hibernia (Ship) out of New Bedford, MA, mastered by Nathan P. Simmons and kept by John W. Sherman, on a whaling voyage between 1844 and 1846.						IA		2021-10-24	dtc	AM4374	AS0273	AV06664		PPL	563			https://archive.org/details/logbookofhiberni00hibe	John W. Sherman	AE066641010				AV06664.1
AL075564	Logbook of the Eagle (Ship) out of New Bedford, MA, mastered by William Wood, on a whaling voyage between 1844 and 1849.						IA		2021-10-24	dtc	AM5465	AS0177	AV03978		PPL	564			https://archive.org/details/logbookofeaglesh00eagl						AV03978.1
AL075565	Journal of the Balance (Ship) out of Providence, RI, mastered by Daniel H. Read and kept by John R. Cumin, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM4039	AS0950	AV01520		PPL	565			https://archive.org/details/journalofbalance00bala_0	John R. Cumin					AV01520.1
AL075566	Journal of the Warsaw (Bark) out of Stonington, CT, mastered by John S. Barnum and kept by Edward R. Ashley, on a whaling voyage between 1844 and 1847.						IA	read log: confirm Elizabeth wife on board?	2021-10-24	dtc	AM0364	AS2583	AV15346		PPL	566			https://archive.org/details/journalofwarsawb00wars	Edward R. Ashley					AV15346.1
AL075567	Account book of the Milton (Ship); mastered by William Cash, Thomas J. Smith and Benjamin F. Jones; on whaling voyages between 1844 and 1856.						IA		2021-10-24	dtc	AM0854, AM4555, AM2917	AS0420	AV09781, AV09782, AV09783		PPL	567			https://archive.org/details/acountbookofmilt00milt_0						AV09781.1, AV09782.1, AV09783.1
AL075568	Journal of the Indian Chief (Ship) out of New London, CT, mastered by John P. Hempstead and kept by Uriah F. Rogers, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM2558	AS1647	AV07009		PPL	568			https://archive.org/details/journalofindianc00indi	Uriah F. Rogers	AE070091013				AV07009.1
AL075569	Journal of the Eugene (Bark) out of Stonington, CT, mastered by Gurdon Pendleton, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM3809	AS1326	AV04648		PPL	569			https://archive.org/details/journalofeugeneb00euge						AV04648.1
AL075570	Journal of the James Allen (Ship) out of New Bedford, MA, mastered by Harvey Shearman and kept by John Howland, on a whaling voyage between 1844 and 1848.						IA		2021-10-24	dtc	AM4314	AS0329	AV07254		PPL	570			https://archive.org/details/journalofjamesal00jame	John Howland	AE072541027				AV07254.1
AL075571	Journal of the Minerva (Ship) out of New Bedford, MA, mastered by John Arnold Macomber and kept by William H. Stimpson, on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM3243	AS0407	AV09868		PPL	571			https://archive.org/details/journalofminerva00mine	William H. Stimpson	AE098681085; AE098681008				AV09868.1
AL075572	Logbook of the Charles Phelps (Ship) out of Stonington, CT, mastered by Gilbert Pendleton, Jr., on a whaling voyage between 1844 and 1847.						IA		2021-10-24	dtc	AM3808	AS1085	AV02696		PPL	572			https://archive.org/details/logbookofcharles00char_4						AV02696.1
AL075573	Journal of the President (Bark) out of Westport, MA, mastered by Walter Simonds, on a whaling voyage between 1843 and 1844.						IA		2021-10-24	dtc	AM4376	AS0570	AV11942		PPL	573			https://archive.org/details/journalofpreside00pres						AV11942.1
AL075574	Logbook of the Blackstone (Bark) and Robin Hood (Ship), mastered by William H. Pendleton, on whaling voyages between 1843 and 1845.						IA		2021-10-24	dtc	AM3814	AS0989, AS2305	AV01897, AV12440		PPL	574			https://archive.org/details/logbookofblackst00blac						AV01897.1, AV12440.1
AL075575	Logbook of the Roman (Ship) and William Lee (Ship), mastered by Humphrey Alden Shockley and Samuel Lee, on whaling voyages between 1843 and 1849.						IA		2021-10-24	dtc	AM4356, AM3077	AS0579, AS2614	AV12466, AV15669		PPL	575			https://archive.org/details/logbookofromansh00roma_0						AV12466.1, AV15669.1
AL075576	Journal of the Canton I (Ship) and Condor (Ship) and Pacific Ocean (Bark) and Uncas (Ship), mastered by James Ryder Allen and Jacob Taber and Charles Wetherby Gelett and kept by James Ryder Allen, on whaling voyages between 1843 and 1854.						IA		2021-10-24	dtc	AM0080, AM4948, AM0080	AS0086, AS0104	AV02301, AV03228, AV03229, AV11145, AV14234		PPL	576			https://archive.org/details/journalofcantoni00cant	James Ryder Allen					AV02301.1, AV03228.1, AV03229.1, AV11145.1, AV14234.1
AL075577	Journal of the Statira (Ship), mastered by and Granville Manter and Joseph S. Adams, Jr., and kept by Joseph S. Adams, on whaling voyages between 1843 and 1845.						IA		2021-10-24	dtc	AM0022, AM3303	AS0613	AV13441		PPL	577			https://archive.org/details/journalofstatira00stat	Joseph S. Adams					AV13441.1, AV13441.2
AL075578	Logbook of the Barclay (Bark) out of Westport, MA, mastered by Thurston Macomber, on a whaling voyage between 1843 and 1844.						IA		2021-10-24	dtc	AM3248	AS0957	AV01584		PPL	578			https://archive.org/details/logbookofbarclay00barc						AV01584.1
AL075579	Logbook of the Adeline Gibbs (Ship) out of Fairhaven, MA, mastered by Gustavus A. Baylies, on a whaling voyage between 1843 and 1845.						IA		2021-10-24	dtc	AM0408	AS0033	AV00263		PPL	579			https://archive.org/details/logbookofadeline00adel						AV00263.1
AL075580	Logbook of the Draco (Bark) out of New Bedford, MA, mastered by James V. Cox, on whaling voyages between 1843 and 1850.						IA		2021-10-24	dtc	AM1403	AS0148	AV03829, AV03830		PPL	580			https://archive.org/details/logbookofdracoba00drac						AV03829.1, AV03830.1
AL075581	Journal of the Juno (Brig) out of Westport, MA, mastered by Philip Sanford and Pardon Cook, on whaling voyages between 1843 and 1844.						IA		2021-10-24	dtc	AM4253, AM1319	AS0315	AV08009, AV08010		PPL	581			https://archive.org/details/journalofjunobri00juno						AV08009.1, AV08010.1
AL075582	Journal of the Zephyr (Ship) out of New Bedford, MA, mastered by Thomas J. Smith and kept by Thomas J. Smith, on a whaling voyage between 1843 and 1847.						IA		2021-10-24	dtc	AM4555	AS0699	AV15910		PPL	582			https://archive.org/details/journalofzephyrs00zeph	Thomas J. Smith					AV15910.1
AL075583	Logbook of the Yeoman (Bark), mastered by John Gooding, Jr. and James M. Clark and kept by Thomas D. Barnes and James M Clark, on whaling voyages between 1843 and 1848.						IA		2021-10-24	dtc	AM2253	AS2642	AV15855		PPL	583			https://archive.org/details/logbookofyeomanb00yeom	Thomas D. Barnes and James M Clark					AV15855.1
AL075584	Account book of the Lexington (Bark) out of Providence, RI, mastered by John P. Jayne, on a whaling voyage between 1842 and 1846.						IA		2021-10-24	dtc	AM2846	AS0387	AV08429		PPL	584			https://archive.org/details/acountbookoflexi00lexi						AV08429.1
AL075585	Journal of the William Thompson (Ship) out of New Bedford, MA, mastered by Alden G. Ellis and kept by Alden G. Ellis, on a whaling voyage between 1842 and 1846.						IA		2021-10-24	dtc	AM1783	AS0683	AV15740		PPL	585			https://archive.org/details/journalofwilliam00will_1	Alden G. Ellis					AV15740.1
AL075586	Logbook of the Vesper (Schooner) out of Plymouth, MA, mastered by Clement Hammond, on a whaling voyage between 1842 and 1843.						IA		2021-10-24	dtc	AM2399	AS2558	AV15135		PPL	586			https://archive.org/details/logbookofvespers00vesp						AV15135.1
AL075587	Journal of the Pembroke (Bark) out of New London, CT, mastered by Robert N. Tate and kept by George Ewing, on whaling voyages between 1842 and 1843.						IA		2021-10-24	dtc	AM4974	AS2163	AV11378		PPL	587			https://archive.org/details/journalofpembrok00pemb	George Ewing	AE113781005				AV11378.1
AL075588	Logbook of the Bogota (Brig) out of New Bedford, MA, mastered by Nathaniel L. Fuller, on a whaling voyage between 1842 and 1843.						IA		2021-10-24	dtc	AM2058	AS0065	AV01910		PPL	588			https://archive.org/details/logbookofbogotab00bogo						AV01910.1
AL075589	Journal of the Huntress (Ship) and Pacific II (Ship) out of New Bedford, MA, mastered by Charles S. Taber and Howland Leavitt and kept by John Kendrick, on whaling voyages between 1842 and 1844.						IA	Keeper not on crew list	2021-10-24	dtc	AM4937, AM3072	AS0277, AS2703	AV06890, AV11184		PPL	589			https://archive.org/details/journalofhuntres00hunt_0	John Kendrick					AV06890.1, AV11184.1
AL075590	Logbook of the Charles Phelps (Ship) out of Stonington, CT, mastered by Palmer Hall, on a whaling voyage between 1842 and 1844.						IA		2021-10-24	dtc	AM2355	AS1085	AV02695		PPL	590			https://archive.org/details/logbookofcharles00char_3						AV02695.1
AL075591	Journal of the Amethyst (Ship), Ocean (Ship) and Richmond (Bark); mastered by Robert P. Reynard and Edward A. Swift; and kept by Edward A. Swift; on whaling voyages between 1842 and 1853.						IA		2021-10-24	dtc	AM4057, AM4912	AS0008, AS2073, AS2291	AV00877, AV10699, AV12320, AV12321		PPL	591			https://archive.org/details/journalofamethys00amet	Edward A. Swift					AV00877.1, AV10699.1, AV12320.1, AV12321.1
AL075592	Journal of the Marcella (Bark) out of New Bedford, MA, mastered by Benjamin F. Ellis on a whaling voyage between 1842 and 1844.						IA		2021-10-24	dtc	AM1784	AS0455	AV08840		PPL	592			https://archive.org/details/journalofmarcell00marc						AV08840.1
AL075593	Account book of the William Wirt (Ship) out of Fairhaven, MA, mastered by Jesse Luce and William Morse, on whaling voyages between 1842 and 1846.						IA		2021-10-24	dtc	AM3493, AM5666	AS2623	AV15766, AV15767		PPL	593			https://archive.org/details/acountbookofwill00will_3						AV15766.1, AV15767.1
AL075594	Logbook of the Cambria (Ship) out of New Bedford, MA, mastered by Edward Harding, on a whaling voyage between 1842 and 1846.						IA		2021-10-24	dtc	AM2434	AS0082	AV02239		PPL	594			https://archive.org/details/logbookofcambria00camb						AV02239.1
AL075595	Journal of the Hector (Bark) out of Warren, RI, mastered by William Martin and kept by James Moore Ritchie, on a whaling voyage between 1842 and 1845.						IA		2021-10-24	dtc	AM3336	AS1560	AV06306		PPL	595			https://archive.org/details/journalofhectorb00hect	James Moore Ritchie					AV06306.1
AL075596	Journal of the Brunette (Bark) and Elijah Swift (Bark), mastered by Eddey M. Luce and Joseph Swift, on whaling voyages between 1842 and 1848.						IA		2021-10-24	dtc	AM3178	AS1014	AV02099		PPL	596			https://archive.org/details/journalofbrunett00brun						AV02099.1
AL075597	Journal of the Montpelier (Ship) out of New Bedford, MA, mastered by Ellery Tompkins Taber and kept by John M. Young, on whaling voyages between 1842 and 1847.						IA		2021-10-24	dtc	AM4941	AS0421	AV10054, AV10055		PPL	597			https://archive.org/details/journalofmontpel00mont_0	John M. Young					AV10054.1, AV10055.1
AL075598	Account book of the William Wirt (Ship) out of Fairhaven, MA, mastered by William H. Morse, on a whaling voyage between 1842 and 1845.						IA		2021-10-24	dtc	AM3493	AS2623	AV15766		PPL	598			https://archive.org/details/acountbookofwill00will_2						AV15766.1
AL075599	Logbook of the Lexington (Bark) and Leonidas (Ship), mastered by John P. Jayne and Jonathan Nye, on whaling voyages between 1842 and 1845.						IA		2021-10-24	dtc	AM3645, AM2846	AS0382, AS0387	AV08347, AV08429		PPL	599			https://archive.org/details/logbookoflexingt00lexi						AV08347.1, AV08429.1
AL075600	Journal of the Balaena (Ship) out of New Bedford, MA, mastered by Richmond Manchester and kept by Charles H. Robbins, on a whaling voyage between 1841 and 1845.						IA		2021-10-24	dtc	AM3284	AS0064	AV01495		PPL	600			https://archive.org/details/journalofbalaena00bala	Charles H. Robbins	AE014951012				AV01495.1
AL075601	Journal of the Hoogley (Ship) out of Warren, RI, mastered by John B. Nye and Henry G. Townsend, on a whaling voyage between 1841 and 1843.						IA		2021-10-24	dtc	AM4858, AM5073	AS1610	AV06725		PPL	601			https://archive.org/details/journalofhoogley00hoog						AV06725.1, AV06725.2
AL075602	Journal of the Sharon (Ship) out of Fairhaven, MA, mastered by Thomas Harlock Smith, Jr. and Howes N. Norris, on whaling voyages between 1841 and 1845.						IA	read log: check departure, master's death date	2021-10-24	dtc	AM3606, AM4553	AS2382	AV13140		PPL	602			https://archive.org/details/journalofsharons00shar						AV13140.1, AV13140.2
AL075603	Logbook of the Elizabeth (Bark) out of Freetown, MA, mastered by (Percy) Persey and Bradford W. Winslow, on whaling voyages between 1841 and 1844.						IA		2021-10-24	dtc	AM5416, AM3837	AS1278	AV04201		PPL	603			https://archive.org/details/logbookofelizabe00eliz						AV04201.1, AV04201.2
AL075604	Journal of the Lion (Ship) out of Providence, RI, mastered by Charles F. Howland and kept by Charles F. Howland, on whaling voyages between 1841 and 1845.						IA	Added at end of logbook	2021-10-24	dtc	AM2718, AM2710, AM2718	AS0353, AS2652, AS0405	AV07866, AV08465, AV09743		PPL	604			https://archive.org/details/journaloflionshi00lion	Charles F. Howland					AV07866.1, AV08465.1, AV09743.1
AL075605	Journal of the Jefferson (Ship) out of Wilmington, DE, mastered by Ezra T. Howland and kept by Ezra T. Howland, on a whaling voyage between 1841 and 1844.						IA		2021-10-24	dtc	AM2718	AS1695	AV07507		PPL	605			https://archive.org/details/journalofjeffers00jeff	Ezra T. Howland					AV07507.1
AL075606	Logbook of the Lalla Rookh (Ship) out of New Bedford, MA, mastered by Owen Reynard, on a whaling voyage between 1841 and 1844.						IA		2021-10-24	dtc	AM4056	AS0376	AV08197		PPL	606			https://archive.org/details/logbookoflallaro00lall_0						AV08197.1
AL075607	Journal of the Cora (Bark) and LaGrange (Bark), mastered by Archelaus Baker, Jr. and James P. Gracie and kept by James P. Gracie, on whaling voyages between 1841 and 1845.						IA		2021-10-24	dtc	AM5610, AM2275	AS0100, AS0394	AV03313, AV08175		PPL	607			https://archive.org/details/journalofcorabar00cora	James P. Gracie	AE033131055				AV03313.1, AV08175.2
AL075608	Journal of the Clifford Wayne (Ship) out of Fairhaven, MA, mastered by Edmund Crowell and John H. Wady and kept by John H. Wady, on whaling voyages between 1841 and 1851.						IA		2021-10-24	dtc	AM1445, AM5159	AS1114	AV02994, AV02996		PPL	608			https://archive.org/details/journalofcliffor00clif	John H. Wady	AE029941003				AV02994.1, AV02996.1
AL075609	Journal of the Gratitude (Ship) out of New Bedford, MA, mastered by Peleg H. Stetson and kept by Joseph Hix Parker, on a whaling voyage between 1841 and 1845.						IA		2021-10-24	dtc	AM4704	AS0248	AV06005		PPL	609			https://archive.org/details/journalofgratitu00grat	Joseph Hix Parker	AE060051010				AV06005.1
AL075610	Logbook of the Martha (Ship) out of Fairhaven, MA, mastered by Reuben S. Sayer, on a whaling voyage between 1841 and 1844.						IA		2021-10-24	dtc	AM4274	AS1869	AV09091		PPL	610			https://archive.org/details/logbookofmarthas00mart_0						AV09091.1
AL075611	Journal of the Wilmington and Liverpool Packet (Ship) out of New Bedford, MA, mastered by Gilbert J. Place and kept by Samuel N. Brush; William W. Weeks, on a whaling voyage between 1841 and 1844.						IA		2021-10-24	dtc	AM3897	AS0681	AV15799		PPL	611			https://archive.org/details/journalofwilming00wilm	Samuel N. Brush; William W. Weeks	AE157991027				AV15799.1
AL075612	Logbook of the Rowena (Ship) out of Fall River, MA, mastered by Clark Estes, on whaling voyages between 1841 and 1844.						IA		2021-10-24	dtc	AM1799	AS2316	AV12634, AV12635		PPL	612			https://archive.org/details/logbookofrowenas00rowe						AV12634.1, AV12635.1
AL075613	Journal of the Mars (Bark) out of New Bedford, MA, mastered by Allen Brownell and kept by Allen Brownell, on a whaling voyage between 1841 and 1844.						IA		2021-10-24	dtc	AM0695	AS0456	AV09062		PPL	613			https://archive.org/details/journalofmarsbar00mars	Allen Brownell	AE090621056				AV09062.1
AL075614	Journal of the Fortune (Bark) out of Plymouth, MA, mastered by William H. Almy and kept by William H. Almy, on a whaling voyage between 1840 and 1844.						IA		2021-10-24	dtc	AM0135	AS0224	AV05050		PPL	614			https://archive.org/details/journaloffortune00fort	William H. Almy					AV05050.1
AL075615	Journal of the Columbus (Bark) out of New Bedford, MA, mastered by Tristram Daggett Pease and kept by Edward Smith, on a whaling voyage between 1840 and 1843.						IA		2021-10-24	dtc	AM3787	AS0110	AV03088		PPL	615			https://archive.org/details/journalofcolumbu00colu_0	Edward Smith	AE030881020				AV03088.1
AL075616	Journal of the Bartholomew Gosnold (Ship) out of Falmouth, MA, mastered by Abraham B. Russell, on a whaling voyage between 1840 and 1843.						IA		2021-10-24	dtc	AM4174	AS0072	AV01596		PPL	616			https://archive.org/details/journalofbarthol00bart						AV01596.1
AL075617	Logbook of the Thomas Williams (Ship) out of Stonington, CT, mastered by John Manwaring, on a whaling voyage between 1840 and 1842.						IA		2021-10-24	dtc	AM3311	AS2490	AV13853		PPL	617			https://archive.org/details/logbookofthomasw00thom						AV13853.1
AL075618	Logbook of the Beaver (Ship) out of Hudson, NY, mastered by William J. Rogers, on a whaling voyage between 1840 and 1842.						IA		2021-10-24	dtc	AM4143	AS0959	AV01627		PPL	618			https://archive.org/details/logbookofbeavers00beav						AV01627.1
AL075619	Journal of the LeBaron (Brig) out of Rochester, MA, mastered by Elnathan H. Cushing and kept by Thomas W. Johnson, on a whaling voyage between 1840 and 1841.						IA		2021-10-24	dtc	AM1472	AS0384	AV08297		PPL	619			https://archive.org/details/journaloflebaron00leba	Thomas W. Johnson	AE082971005				AV08297.1
AL075620	Logbook of the Hector (Ship) and Roscius (Bark) out of New Bedford, MA, mastered by James Gray and Gardner Hazard, on whaling voyages between 1840 and 1846.						IA		2021-10-24	dtc	AM2286, AM2533	AS0268, AS0583	AV06300, AV12547		PPL	620			https://archive.org/details/logbookofhectors00hect						AV06300.1, AV12547.1
AL075621	Logbook of the Amazon (Ship) out of Fairhaven, MA, mastered by Robert G. Smith, on a whaling voyage between 1839 and 1841.						IA		2021-10-24	dtc	AM4545	AS0853	AV00750		PPL	621			https://archive.org/details/logbookofamazons00amaz						AV00750.1
AL075622	Logbook of the Statira (Ship) out of Nantucket, MA, mastered by Barzillai T. Folger, on a whaling voyage between 1839 and 1843.						IA		2021-10-24	dtc	AM1927	AS0613	AV13440		PPL	622			https://archive.org/details/logbookofstatira00stat						AV13440.1
AL075623	Logbook of the Cora (Bark) out of New Bedford, MA, mastered by Humphrey Shearman, on a whaling voyage between 1839 and 1841.						IA		2021-10-24	dtc	AM4316	AS0100	AV03312		PPL	623			https://archive.org/details/logbookofcorabar00cora						AV03312.1
AL075624	Logbook of the Solon (Brig) out of Rochester, MA, mastered by Noble P. Wing, on a whaling voyage between 1839 and 1840.						IA		2021-10-24	dtc	AM5409	AS0631	AV13219		PPL	624			https://archive.org/details/logbookofsolonbr00solo						AV13219.1
AL075625	Logbook of the Jasper (Ship) out of Fairhaven, MA, mastered by Howland Leavitt, on a whaling voyage between 1839 and 1841.						IA		2021-10-24	dtc	AM3072	AS1691	AV07415		PPL	625			https://archive.org/details/logbookofjaspers00jasp						AV07415.1
