DWid	DW	voyageID	voyage	vesselID	vessel	agentID	agent	masterID	master	DWlink	other_years	port	change_date	changer
AD41422	4-142	AV09920	Minerva Smyth : 1864	AS0410	Minerva Smyth	AA0105	Bartlett, Ivory H. & Sons	AM4325	Shearman, Obed	https://archive.org/details/abstractsofwhali4186denn/page/142	1864	New Bedford, MA	2021-10-04	
AD41423	4-142	AV09921	Minerva Smyth : 1865	AS0410	Minerva Smyth	AA0105	Bartlett, Ivory H. & Sons	AM4325	Shearman, Obed	https://archive.org/details/abstractsofwhali4186denn/page/142	1865	New Bedford, MA	2021-10-04	
AD41431	4-143	AV09901	Minerva II : 1868-1871	AS0424	Minerva II	AA0733	Knowles, Thomas & Co.	AM0077	Allen, Hezekiah	https://archive.org/details/abstractsofwhali4186denn/page/143	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41432	4-143	AV09900	Minerva II : 1864-1868	AS0424	Minerva II	AA0733	Knowles, Thomas & Co.	AM3816	Penniman, Edward	https://archive.org/details/abstractsofwhali4186denn/page/143	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41441	4-144	AV10079	Morning Star : 1864-1865	AS0478	Morning Star	AA1274	Thomas, S. & Co.	AM0057	Allen, Charles Edmund	https://archive.org/details/abstractsofwhali4186denn/page/144	1864 1865	New Bedford, MA	2021-10-04	
AD41442	4-144	AV10080	Morning Star : 1866-1867	AS0478	Morning Star	AA1274	Thomas, S. & Co.	AM0057	Allen, Charles Edmund	https://archive.org/details/abstractsofwhali4186denn/page/144	1866 1867	New Bedford, MA	2021-10-04	
AD41443	4-144	AV10081	Morning Star : 1868-1872	AS0478	Morning Star	AA0602	Hitch, Charles C.	AM0070	Allen, George H.	https://archive.org/details/abstractsofwhali4186denn/page/144	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41451	4-145	AV10131	Mount Wollaston : 1862-1867	AS0465	Mount Wollaston	AA1385	Wood & Nye	AM5382	Willis, James Monroe	https://archive.org/details/abstractsofwhali4186denn/page/145	1862 1863 1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41461	4-146	AV10244	Napoleon : 1868-1872	AS0500	Napoleon	AA1304	Tucker, Charles R.	AM2059	Fuller, William C.	https://archive.org/details/abstractsofwhali4186denn/page/146	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41462	4-146	AV10243	Napoleon : 1864-1867	AS0500	Napoleon	AA1304	Tucker, Charles R.	AM2059	Fuller, William C.	https://archive.org/details/abstractsofwhali4186denn/page/146	1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41471	4-147	AV09240	Mary and Susan : 1867-1870	AS0481	Mary and Susan	AA0733	Knowles, Thomas & Co.	AM2566	Herendeen, Alonzo O.	https://archive.org/details/abstractsofwhali4186denn/page/147	1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41472	4-147	AV10284	Nassau : 1863-1865	AS0492	Nassau	AA1237	Swift & Perry	AM2313	Greene, Samuel, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/147	1863 1864 1865	New Bedford, MA	2021-10-04	
AD41481	4-148	AV10315	Nautilus : 1865-1869	AS0499	Nautilus	AA0013	Allen, Gideon & Son	AM0488	Bliven, George W.	https://archive.org/details/abstractsofwhali4186denn/page/148	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41491	4-149	AV10338	Navy : 1865-1869	AS0495	Navy	AA1390	Wood, James B. & Co.	AM1533	Davis, William	https://archive.org/details/abstractsofwhali4186denn/page/149	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41492	4-149	AV10339	Navy : 1869-1871	AS0495	Navy	AA1390	Wood, James B. & Co.	AM0397	Bauldry, George F.	https://archive.org/details/abstractsofwhali4186denn/page/149	1869 1870 1871	New Bedford, MA	2021-10-04	
AD41501	4-150	AV10576	Norman : 1865-1871	AS0505	Norman	AA1022	Randall, Charles S.	AM0953	Childs, Peter Eldridge	https://archive.org/details/abstractsofwhali4186denn/page/150	1865 1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41511	4-151	AV10472	Niger : 1866-1870	AS0496	Niger	AA0574	Hathaway, William, Jr.	AM1046	Cleaveland, Jacob L.	https://archive.org/details/abstractsofwhali4186denn/page/151	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41521	4-152	AV09822	Milwood : 1869-1870	AS0403	Milwood	AA0013	Allen, Gideon & Son	AM5300	White, Edwin W.	https://archive.org/details/abstractsofwhali4186denn/page/152	1869 1870	New Bedford, MA	2021-10-04	
AD41522	4-152	AV09823	Milwood : 1871	AS0403	Milwood	AA0013	Allen, Gideon & Son	AM3454	Miner, Sanford Stoddard	https://archive.org/details/abstractsofwhali4186denn/page/152	1871	New Bedford, MA	2021-10-04	
AD41523	4-152	AV10513	Nimrod : 1863-1865	AS0494	Nimrod	AA0524	Gifford, William	AM1010	Clark, James M.	https://archive.org/details/abstractsofwhali4186denn/page/152	1863 1864 1865	New Bedford, MA	2021-10-04	
AD41531	4-153	AV10626	Northern Light : 1863-1864	AS0503	Northern Light	AA0140	Bourne, Jonathan, Jr.	AM4948	Taber, Jacob	https://archive.org/details/abstractsofwhali4186denn/page/153	1863 1864	New Bedford, MA	2021-10-04	
AD41532	4-153	AV10627	Northern Light : 1864-1867	AS0503	Northern Light	AA0140	Bourne, Jonathan, Jr.	AM1072	Clough, Benjamin	https://archive.org/details/abstractsofwhali4186denn/page/153	1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41541	4-154	AV10628	Northern Light : 1867-1871	AS0503	Northern Light	AA0140	Bourne, Jonathan, Jr.	AM0263	Baker, Michael, III	https://archive.org/details/abstractsofwhali4186denn/page/154	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41551	4-155	AV10692	Ocean : 1865-1869	AS0515	Ocean	AA1279	Thornton, John R.	AM0284	Barber, Albert D.	https://archive.org/details/abstractsofwhali4186denn/page/155	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41552	4-155	AV10693	Ocean : 1874-1878	AS0515	Ocean	AA0104	Bartlett, Ivory H. & Son	AM3774	Pease, Isaac D.	https://archive.org/details/abstractsofwhali4186denn/page/155	1874 1875 1876 1877 1878	New Bedford, MA	2021-10-04	
AD41561	4-156	AV10786	Ohio II : 1866-1871	AS0516	Ohio II	AA0635	Howland, Edward W.	AM3045	Lawrence, Lewis H.	https://archive.org/details/abstractsofwhali4186denn/page/156	1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41562	4-156	AV10784	Ohio II : 1862-1866	AS0516	Ohio II	AA0635	Howland, Edward W.	AM4528	Smith, Matthew Lorenzo	https://archive.org/details/abstractsofwhali4186denn/page/156	1862 1863 1864 1865 1866	New Bedford, MA	2021-10-04	
AD41571	4-157	AV10785	Ohio : 1865-1868	AS0517	Ohio	AA1167	Snow, Loum & Son	AM4658	Stapleford, James W.	https://archive.org/details/abstractsofwhali4186denn/page/157	1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41572	4-157	AV10783	Ohio : 1862-1864	AS0517	Ohio	AA1165	Snow, Loum	AM1911	Flanders, Daniel	https://archive.org/details/abstractsofwhali4186denn/page/157	1862 1863 1864	New Bedford, MA	2021-10-04	
AD41573	4-157	AV10787	Ohio : 1868-1871	AS0517	Ohio	AA1167	Snow, Loum & Son	AM2880	Jenney, Joseph Rittenhouse	https://archive.org/details/abstractsofwhali4186denn/page/157	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41581	4-158	AV10845	Oliver Crocker : 1863-1864	AS0519	Oliver Crocker	AA1390	Wood, James B. & Co.	AM3795	Peirce, Clothier, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/158	1863 1864	New Bedford, MA	2021-10-04	
AD41582	4-158	AV10847	Oliver Crocker : 1864-1868	AS0519	Oliver Crocker	AA1390	Wood, James B. & Co.	AM3032	Lapham, John A.	https://archive.org/details/abstractsofwhali4186denn/page/158	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41591	4-159	AV10915	Ontario II : 1863-1866	AS2104	Ontario II	AA0171	Brownell, William O.	AM0351	Barnes, William M.	https://archive.org/details/abstractsofwhali4186denn/page/159	1863 1864 1865 1866	New Bedford, MA	2021-10-04	
AD41601	4-160	AV10921	Onward : 1863-1867	AS0730	Onward	AA0168	Brownell, Edward W.	AM0102	Allen, William H.	https://archive.org/details/abstractsofwhali4186denn/page/160	1863 1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41611	4-161	AV10972	Oriole : 1866-1870	AS0735	Oriole	AA0699	Jones, Edward C.	AM2531	Hayes, Henry S.	https://archive.org/details/abstractsofwhali4186denn/page/161	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41612	4-161	AV10971	Oriole : 1863-1866	AS0735	Oriole	AA0699	Jones, Edward C.	AM2892	Jernegan, Jared, II	https://archive.org/details/abstractsofwhali4186denn/page/161	1863 1864 1865 1866	New Bedford, MA	2021-10-04	
AD41621	4-162	AV11016	Orray Taft : 1864-1865	AS0506	Orray Taft	AA1274	Thomas, S. & Co.	AM3732	Parker, George Joseph	https://archive.org/details/abstractsofwhali4186denn/page/162	1864 1865	New Bedford, MA	2021-10-04	
AD41622	4-162	AV11017	Orray Taft : 1866-1867	AS0506	Orray Taft	AA1274	Thomas, S. & Co.	AM3732	Parker, George Joseph	https://archive.org/details/abstractsofwhali4186denn/page/162	1866 1867	New Bedford, MA	2021-10-04	
AD41623	4-162	AV11018	Orray Taft : 1869-1872	AS0506	Orray Taft	AA1005	Potter, Andrew H.	AM2739	Howland, Martin V. B.	https://archive.org/details/abstractsofwhali4186denn/page/162	1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41631	4-163	AV11041	Osceola II : 1863-1866	AS0571	Osceola II	AA1380	Wing, Joseph & William R.	AM0529	Bourne, Zenas E.	https://archive.org/details/abstractsofwhali4186denn/page/163	1863 1864 1865 1866	New Bedford, MA	2021-10-04	
AD41632	4-163	AV11042	Osceola II : 1866-1870	AS0571	Osceola II	AA1380	Wing, Joseph & William R.	AM4308	Shaw, John M.	https://archive.org/details/abstractsofwhali4186denn/page/163	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41641	4-164	AV11053	Osceola III : 1866-1868	AS0728	Osceola III	AA0548	Hadley, Jacob B.	AM3272	Malloy, Martin	https://archive.org/details/abstractsofwhali4186denn/page/164	1866 1867 1868	New Bedford, MA	2021-10-04	
AD41642	4-164	AV11051	Osceola III : 1862-1865	AS0728	Osceola III	AA1359	Wilcox, Cranston	AM2629	Hogan, Michael J.	https://archive.org/details/abstractsofwhali4186denn/page/164	1862 1863 1864 1865	New Bedford, MA	2021-10-04	
AD41643	4-164	AV11052	Osceola III : 1865-1866	AS0728	Osceola III	AA0548	Hadley, Jacob B.	AM1345	Cornell, Peleg	https://archive.org/details/abstractsofwhali4186denn/page/164	1865 1866	New Bedford, MA	2021-10-04	
AD41651	4-165	AV11071	Ospray : 1863-1864	AS0524	Ospray	AA1235	Swift & Allen	AM1411	Crapo, Reuben William	https://archive.org/details/abstractsofwhali4186denn/page/165	1863 1864	New Bedford, MA	2021-10-04	
AD41652	4-165	AV11072	Ospray : 1865-1867	AS0524	Ospray	AA1235	Swift & Allen	AM2155	Gartland, Peter	https://archive.org/details/abstractsofwhali4186denn/page/165	1865 1866 1867	New Bedford, MA	2021-10-04	
AD41661	4-166	AV11056	Osmanli : 1868-1871	AS0732	Osmanli	AA1022	Randall, Charles S.	AM5366	Williams, James M.	https://archive.org/details/abstractsofwhali4186denn/page/166	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41662	4-166	AV11055	Osmanli : 1866-1868	AS0732	Osmanli	AA1022	Randall, Charles S.	AM1843	Fish, Moses R.	https://archive.org/details/abstractsofwhali4186denn/page/166	1866 1867 1868	New Bedford, MA	2021-10-04	
AD41671	4-167	AV11149	Pacific : 1862-1865	AS0530	Pacific	AA1237	Swift & Perry	AM4152	Rose, Jetur R.	https://archive.org/details/abstractsofwhali4186denn/page/167	1862 1863 1864 1865	New Bedford, MA	2021-10-04	
AD41672	4-167	AV11150	Pacific : 1865-1867	AS0530	Pacific	AA1237	Swift & Perry	AM0080	Allen, James Ryder	https://archive.org/details/abstractsofwhali4186denn/page/167	1865 1866 1867	New Bedford, MA	2021-10-04	
AD41681	4-168	AV11989	Progress : 1866-1870	AS1085	Progress	AA0171	Brownell, William O.	AM1610	Dowden, James	https://archive.org/details/abstractsofwhali4186denn/page/168	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41691	4-169	AV11154	Pacific : 1870-1873	AS0530	Pacific	AA1237	Swift & Perry	AM4946	Taber, George	https://archive.org/details/abstractsofwhali4186denn/page/169	1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41692	4-169	AV11151	Pacific : 1867-1868	AS0530	Pacific	AA1237	Swift & Perry	AM0102	Allen, William H.	https://archive.org/details/abstractsofwhali4186denn/page/169	1867 1868	New Bedford, MA	2021-10-04	
AD41693	4-169	AV11152	Pacific : 1868-1869	AS0530	Pacific	AA1237	Swift & Perry	AM2831	Huxford, James B.	https://archive.org/details/abstractsofwhali4186denn/page/169	1868 1869	New Bedford, MA	2021-10-04	
AD41694	4-169	AV11153	Pacific : 1869-1870	AS0530	Pacific	AA1237	Swift & Perry	AM0102	Allen, William H.	https://archive.org/details/abstractsofwhali4186denn/page/169	1869 1870	New Bedford, MA	2021-10-04	
AD41701	4-170	AV11476	Petrel : 1865-1866	AS0552	Petrel	AA1267	Thatcher, Charles & Co.	AM2734	Howland, John S.	https://archive.org/details/abstractsofwhali4186denn/page/170	1865 1866	New Bedford, MA	2021-10-04	
AD41702	4-170	AV11478	Petrel : 1866	AS0552	Petrel	AA1267	Thatcher, Charles & Co.	AM2663	Honeywell, John M.	https://archive.org/details/abstractsofwhali4186denn/page/170	1866	New Bedford, MA	2021-10-04	
AD41703	4-170	AV11480	Petrel : 1867	AS0552	Petrel	AA1267	Thatcher, Charles & Co.	AM3482	Morris, Benjamin B.	https://archive.org/details/abstractsofwhali4186denn/page/170	1867	New Bedford, MA	2021-10-04	
AD41704	4-170	AV11481	Petrel : 1867-1868	AS0552	Petrel	AA1267	Thatcher, Charles & Co.	AM0575	Braley, Loring	https://archive.org/details/abstractsofwhali4186denn/page/170	1867 1868	New Bedford, MA	2021-10-04	
AD41705	4-170	AV11482	Petrel : 1868	AS0552	Petrel	AA1267	Thatcher, Charles & Co.	AM0575	Braley, Loring	https://archive.org/details/abstractsofwhali4186denn/page/170	1868	New Bedford, MA	2021-10-04	
AD41706	4-170	AV11483	Petrel : 1870	AS0552	Petrel	AA0134	Bonney, Josiah W.	AM4344	Sherman, John W.	https://archive.org/details/abstractsofwhali4186denn/page/170	1870	New Bedford, MA	2021-10-04	
AD41711	4-171	AV11488	Petrel : 1871-1874	AS0545	Petrel	AA0733	Knowles, Thomas & Co.	AM4486	Smith, Frederick Howland	https://archive.org/details/abstractsofwhali4186denn/page/171	1871 1872 1873 1874	New Bedford, MA	2021-10-04	
AD41712	4-171	AV11477	Petrel : 1866	AS0545	Petrel			AM1048	Cleaveland, James M.	https://archive.org/details/abstractsofwhali4186denn/page/171	1866	New Bedford, MA	2021-10-04	
AD41713	4-171	AV11479	Petrel : 1866-1870	AS0545	Petrel	AA0733	Knowles, Thomas & Co.	AM5491	Worth, Francis S.	https://archive.org/details/abstractsofwhali4186denn/page/171	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41721	4-172	AV11686	Pioneer : 1866-1867	AS0534	Pioneer	AA1276	Thompson, James D.	AM2763	Hoxie, Henry M.	https://archive.org/details/abstractsofwhali4186denn/page/172	1866 1867	New Bedford, MA	2021-10-04	
AD41722	4-172	AV11687	Pioneer : 1869	AS0534	Pioneer	AA0523	Gifford, Nathaniel T.	AM2537	Hazard, James S.	https://archive.org/details/abstractsofwhali4186denn/page/172	1869	New Bedford, MA	2021-10-04	
AD41723	4-172	AV11688	Pioneer : 1869-1872	AS0534	Pioneer	AA0523	Gifford, Nathaniel T.	AM2537	Hazard, James S.	https://archive.org/details/abstractsofwhali4186denn/page/172	1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41724	4-172	AV11685	Pioneer : 1862-1864	AS0534	Pioneer	AA1276	Thompson, James D.	AM3899	Plaskett, Henry Riddell	https://archive.org/details/abstractsofwhali4186denn/page/172	1862 1863 1864	New Bedford, MA	2021-10-04	
AD41731	4-173	AV11054	Osceola III : 1868-1870	AS0728	Osceola III	AA1380	Wing, Joseph & William R.	AM2629	Hogan, Michael J.	https://archive.org/details/abstractsofwhali4186denn/page/173	1868 1869 1870	New Bedford, MA	2021-10-04	
AD41732	4-173	AV11762	Plover : 1862-1864	AS0547	Plover	AA1320	Watkins, W. & G. D.	AM3257	Macy, George N.	https://archive.org/details/abstractsofwhali4186denn/page/173	1862 1863 1864	New Bedford, MA	2021-10-04	
AD41733	4-173	AV11053	Osceola III : 1866-1868	AS0728	Osceola III	AA0548	Hadley, Jacob B.	AM3272	Malloy, Martin	https://archive.org/details/abstractsofwhali4186denn/page/173	1866 1867 1868	New Bedford, MA	2021-10-04	
AD41741	4-174	AV11927	President : 1865-1869	AS0548	President	AA1256	Taber, Read & Co.	AM2956	Kelley, Edmund	https://archive.org/details/abstractsofwhali4186denn/page/174	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41751	4-175	AV11957	President II : 1865	AS0549	President II	AA0831	Maxfield, Edmund	AM2186	Gifford, Benjamin D.	https://archive.org/details/abstractsofwhali4186denn/page/175	1865	New Bedford, MA	2021-10-04	
AD41752	4-175	AV11958	President II : 1866-1867	AS0549	President II	AA0831	Maxfield, Edmund	AM2186	Gifford, Benjamin D.	https://archive.org/details/abstractsofwhali4186denn/page/175	1866 1867	New Bedford, MA	2021-10-04	
AD41753	4-175	AV11959	President II : 1867-1868	AS0549	President II	AA0831	Maxfield, Edmund	AM4607	Sowle (Soule), James Manchester	https://archive.org/details/abstractsofwhali4186denn/page/175	1867 1868	New Bedford, MA	2021-10-04	
AD41754	4-175	AV11960	President II : 1869-1871	AS0549	President II	AA0831	Maxfield, Edmund	AM4294	Seabury, George W.	https://archive.org/details/abstractsofwhali4186denn/page/175	1869 1870 1871	New Bedford, MA	2021-10-04	
AD41761	4-176	AV12090	Rainbow : 1865-1870	AS0587	Rainbow	AA0524	Gifford, William	AM0264	Baker, Nehemiah Palmer	https://archive.org/details/abstractsofwhali4186denn/page/176	1865 1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41771	4-177	AV12221	Reindeer : 1865-1869	AS0589	Reindeer	AA0635	Howland, Edward W.	AM4038	Raynor, George W.	https://archive.org/details/abstractsofwhali4186denn/page/177	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41781	4-178	AV12435	Robert Morrison : 1868-1871	AS0586	Robert Morrison	AA0733	Knowles, Thomas & Co.	AM4398	Slocum, Henry A.	https://archive.org/details/abstractsofwhali4186denn/page/178	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41782	4-178	AV12434	Robert Morrison : 1865-1868	AS0586	Robert Morrison	AA0733	Knowles, Thomas & Co.	AM5487	Worth, Charles Perry	https://archive.org/details/abstractsofwhali4186denn/page/178	1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41791	4-179	AV12427	Robert Edwards : 1867-1869	AS0575	Robert Edwards	AA1256	Taber, Read & Co.	AM1915	Flanders, Stephen	https://archive.org/details/abstractsofwhali4186denn/page/179	1867 1868 1869	New Bedford, MA	2021-10-04	
AD41792	4-179	AV12426	Robert Edwards : 1863-1867	AS0575	Robert Edwards	AA0699	Jones, Edward C.	AM2380	Hamblin, Caleb Osburn	https://archive.org/details/abstractsofwhali4186denn/page/179	1863 1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41801	4-180	AV10848	Oliver Crocker : 1868-1871	AS0519	Oliver Crocker	AA1390	Wood, James B. & Co.	AM1869	Fisher, James H.	https://archive.org/details/abstractsofwhali4186denn/page/180	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41802	4-180	AV10845	Oliver Crocker : 1863-1864	AS0519	Oliver Crocker	AA1390	Wood, James B. & Co.	AM3795	Peirce, Clothier, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/180	1863 1864	New Bedford, MA	2021-10-04	
AD41803	4-180	AV10847	Oliver Crocker : 1864-1868	AS0519	Oliver Crocker	AA1390	Wood, James B. & Co.	AM3032	Lapham, John A.	https://archive.org/details/abstractsofwhali4186denn/page/180	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41811	4-181	AV12472	Roman : 1864-1868	AS0579	Roman	AA0699	Jones, Edward C.	AM2381	Hamblin, John Coquin	https://archive.org/details/abstractsofwhali4186denn/page/181	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41821	4-182	AV12553	Roscius : 1863	AS0583	Roscius	AA0647	Howland, William Penn	AM2663	Honeywell, John M.	https://archive.org/details/abstractsofwhali4186denn/page/182	1863	New Bedford, MA	2021-10-04	
AD41822	4-182	AV12554	Roscius : 1864	AS0583	Roscius	AA0647	Howland, William Penn	AM2663	Honeywell, John M.	https://archive.org/details/abstractsofwhali4186denn/page/182	1864	New Bedford, MA	2021-10-04	
AD41823	4-182	AV12555	Roscius : 1865-1866	AS0583	Roscius	AA0647	Howland, William Penn	AM1410	Crapo, Edgar W.	https://archive.org/details/abstractsofwhali4186denn/page/182	1865 1866	New Bedford, MA	2021-10-04	
AD41824	4-182	AV12556	Roscius : 1866-1867	AS0583	Roscius	AA0647	Howland, William Penn	AM1410	Crapo, Edgar W.	https://archive.org/details/abstractsofwhali4186denn/page/182	1866 1867	New Bedford, MA	2021-10-04	
AD41831	4-183	AV12571	Roscoe : 1865-1870	AS0564	Roscoe	AA1167	Snow, Loum & Son	AM3238	Macomber, George H.	https://archive.org/details/abstractsofwhali4186denn/page/183	1865 1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41841	4-184	AV12625	Rousseau : 1863-1866	AS0578	Rousseau	AA0639	Howland, George & Matthew	AM4485	Smith, Frederick A.	https://archive.org/details/abstractsofwhali4186denn/page/184	1863 1864 1865 1866	New Bedford, MA	2021-10-04	
AD41842	4-184	AV12626	Rousseau : 1866-1870	AS0578	Rousseau	AA0639	Howland, George & Matthew	AM2833	Hyland, James G.	https://archive.org/details/abstractsofwhali4186denn/page/184	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
