DWid	DW	voyageID	voyage	vesselID	vessel	agentID	agent	masterID	master	DWlink	other_years	port	change_date	changer
AD40811	4-081	AV06362	Helen Snow : 1867-1871	AS0284	Helen Snow	AA1167	Snow, Loum & Son	AM0804	Campbell, Thomas G.	https://archive.org/details/abstractsofwhali4186denn/page/81	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD40812	4-081	AV06360	Helen Snow : 1862-1867	AS0284	Helen Snow	AA1165	Snow, Loum	AM0022	Adams, Joseph S., Jr.	https://archive.org/details/abstractsofwhali4186denn/page/81	1862 1863 1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD40821	4-082	AV06446	Henry Taber : 1868-1871	AS0289	Henry Taber	AA1251	Taber, Gordon & Co.	AM3680	Packard, Timothy C.	https://archive.org/details/abstractsofwhali4186denn/page/82	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD40822	4-082	AV06444	Henry Taber : 1864-1865	AS0289	Henry Taber	AA1253	Taber, Henry & Co.	AM0374	Bartlett, David H.	https://archive.org/details/abstractsofwhali4186denn/page/82	1864 1865	New Bedford, MA	2021-10-04	
AD40823	4-082	AV06445	Henry Taber : 1866-1868	AS0289	Henry Taber	AA1251	Taber, Gordon & Co.	AM2719	Howland, Frederick S.	https://archive.org/details/abstractsofwhali4186denn/page/82	1866 1867 1868	New Bedford, MA	2021-10-04	
AD40831	4-083	AV06439	Henry Kneeland : 1862-1864	AS0280	Henry Kneeland	AA0621	Howard, Benjamin B.	AM4609	Sowle, John M.	https://archive.org/details/abstractsofwhali4186denn/page/83	1862 1863 1864	New Bedford, MA	2021-10-04	
AD40841	4-084	AV06526	Herald II : 1867-1869	AS0274	Herald II	AA0008	Adams, Zenas L.	AM3596	Nickerson, Seth	https://archive.org/details/abstractsofwhali4186denn/page/84	1867 1868 1869	New Bedford, MA	2021-10-04	
AD40842	4-084	AV06524	Herald II : 1865-1866	AS0274	Herald II	AA0105	Bartlett, Ivory H. & Sons	AM2663	Honeywell, John M.	https://archive.org/details/abstractsofwhali4186denn/page/84	1865 1866	New Bedford, MA	2021-10-04	
AD40861	4-086	AV06705	Hillman : 1862-1865	AS0287	Hillman	AA1253	Taber, Henry & Co.	AM1902	Fiske, Silas Willets	https://archive.org/details/abstractsofwhali4186denn/page/86	1862 1863 1864 1865	New Bedford, MA	2021-10-04	
AD40862	4-086	AV12081	Rainbow : 1869-1870	AS2256	Rainbow	AA1010	Potter, William, II	AM0810	Cannon, Thomas Jackson	https://archive.org/details/abstractsofwhali4186denn/page/86	1869 1870	Dartmouth, MA	2021-10-04	
AD40871	4-087	AV06676	Hibernia II : 1866-1870	AS0285	Hibernia II	AA1305	Tucker, Charles R. & Co.	AM3216	Ludlow, Jeremiah	https://archive.org/details/abstractsofwhali4186denn/page/87	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD40881	4-088	AV06056	Hadley : 1867-1870	AS0295	Hadley	AA1005	Potter, Andrew H.	AM0594	Briggs, Bradford B.	https://archive.org/details/abstractsofwhali4186denn/page/88	1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD40882	4-088	AV06057	Hadley : 1870-1874	AS0295	Hadley	AA1005	Potter, Andrew H.	AM4609	Sowle, John M.	https://archive.org/details/abstractsofwhali4186denn/page/88	1870 1871 1872 1873 1874	New Bedford, MA	2021-10-04	
AD40891	4-089	AV06859	Hunter : 1871-1875	AS0288	Hunter	AA0140	Bourne, Jonathan, Jr.	AM2658	Holt, Charles L.	https://archive.org/details/abstractsofwhali4186denn/page/89	1871 1872 1873 1874 1875	New Bedford, MA	2021-10-04	
AD40892	4-089	AV06857	Hunter : 1867-1871	AS0288	Hunter	AA0140	Bourne, Jonathan, Jr.	AM0918	Chase, Josiah Elden	https://archive.org/details/abstractsofwhali4186denn/page/89	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD40901	4-090	AV06855	Hunter : 1863-1865	AS0288	Hunter	AA0140	Bourne, Jonathan, Jr.	AM5045	Tobey, Asa S.	https://archive.org/details/abstractsofwhali4186denn/page/90	1863 1864 1865	New Bedford, MA	2021-10-04	
AD40902	4-090	AV06856	Hunter : 1865-1867	AS0288	Hunter	AA0140	Bourne, Jonathan, Jr.	AM0458	Besse, Alden	https://archive.org/details/abstractsofwhali4186denn/page/90	1865 1866 1867	New Bedford, MA	2021-10-04	
AD40911	4-091	AV06084	Hamilton : 1866-1869	AS0294	Hamilton	AA0008	Adams, Zenas L.	AM3676	Osgood, Edwin R.	https://archive.org/details/abstractsofwhali4186denn/page/91	1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD40912	4-091	AV04035	Edward Everett : 1869-1873	AS0197	Edward Everett	AA0013	Allen, Gideon & Son	AM5306	White, Hubert A.	https://archive.org/details/abstractsofwhali4186denn/page/91	1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD40921	4-092	AV06943	Illinois : 1864-1869	AS0310	Illinois	AA1385	Wood & Nye	AM1529	Davis, Joshua Vincent	https://archive.org/details/abstractsofwhali4186denn/page/92	1864 1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD40931	4-093	AV07101	Ionia II : 1867-1871	AS0309	Ionia II	AA0831	Maxfield, Edmund	AM3619	Norton, John Oliver	https://archive.org/details/abstractsofwhali4186denn/page/93	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD40932	4-093	AV07154	Isaac Howland : 1864-1865	AS0303	Isaac Howland	AA1305	Tucker, Charles R. & Co.	AM3216	Ludlow, Jeremiah	https://archive.org/details/abstractsofwhali4186denn/page/93	1864 1865	New Bedford, MA	2021-10-04	
AD40941	4-094	AV07187	Islander : 1865-1869	AS0312	Islander	AA0713	Kempton, David B.	AM2636	Holley, Richard, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/94	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD40951	4-095	AV07260	James Allen : 1865-1870	AS0329	James Allen	AA0013	Allen, Gideon & Son	AM3858	Pierce, Ebenezer	https://archive.org/details/abstractsofwhali4186denn/page/95	1865 1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD40961	4-096	AV07284	James Arnold : 1866-1869	AS0340	James Arnold	AA1251	Taber, Gordon & Co.	AM4741	Sullivan, Thomas	https://archive.org/details/abstractsofwhali4186denn/page/96	1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD40962	4-096	AV07283	James Arnold : 1864-1865	AS0340	James Arnold	AA1253	Taber, Henry & Co.	AM1046	Cleaveland, Jacob L.	https://archive.org/details/abstractsofwhali4186denn/page/96	1864 1865	New Bedford, MA	2021-10-04	
AD40971	4-097	AV07313	James Maury : 1868-1872	AS0330	James Maury	AA1305	Tucker, Charles R. & Co.	AM4512	Smith, John C.	https://archive.org/details/abstractsofwhali4186denn/page/97	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD40972	4-097	AV07311	James Maury : 1864-1868	AS0330	James Maury	AA1305	Tucker, Charles R. & Co.	AM2289	Gray, Slumon L.	https://archive.org/details/abstractsofwhali4186denn/page/97	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD40981	4-098	AV07382	Janus II : 1865-1871	AS0324	Janus II	AA1237	Swift & Perry	AM4483	Smith, Francis Cottle	https://archive.org/details/abstractsofwhali4186denn/page/98	1865 1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD40991	4-099	AV07382	Janus II : 1865-1871	AS0324	Janus II	AA1237	Swift & Perry	AM4483	Smith, Francis Cottle	https://archive.org/details/abstractsofwhali4186denn/page/99	1865 1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD40992	4-099	AV07381	Janus II : 1862-1865	AS0324	Janus II	AA0931	Nye, Thomas, Jr.	AM1344	Cornell, Joseph H.	https://archive.org/details/abstractsofwhali4186denn/page/99	1862 1863 1864 1865	New Bedford, MA	2021-10-04	
AD41001	4-100	AV01341	Atlantic : 1872-1876	AS0023	Atlantic	AA1380	Wing, Joseph & William R.	AM0661	Brown, James Franklin	https://archive.org/details/abstractsofwhali4186denn/page/100	1872 1873 1874 1875 1876	New Bedford, MA	2021-10-04	
AD41002	4-100	AV07137	Irving : 1868-1870	AS0313	Irving	AA0647	Howland, William Penn	AM2021	Fox, George	https://archive.org/details/abstractsofwhali4186denn/page/100	1868 1869 1870	New Bedford, MA	2021-10-04	
AD41003	4-100	AV07138	Irving : 1870-1871	AS0313	Irving	AA0647	Howland, William Penn	AM1409	Crapo, Charles F.	https://archive.org/details/abstractsofwhali4186denn/page/100	1870 1871	New Bedford, MA	2021-10-04	
AD41004	4-100	AV01340	Atlantic : 1868-1872	AS0023	Atlantic	AA1380	Wing, Joseph & William R.	AM1413	Craw, Henry T.	https://archive.org/details/abstractsofwhali4186denn/page/100	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41011	4-101	AV07446	Java : 1869-1872	AS0317	Java	AA0639	Howland, George & Matthew	AM3299	Manter, Benjamin	https://archive.org/details/abstractsofwhali4186denn/page/101	1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41012	4-101	AV07445	Java : 1864-1869	AS0317	Java	AA0639	Howland, George & Matthew	AM1798	Enos, Manuel	https://archive.org/details/abstractsofwhali4186denn/page/101	1864 1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41021	4-102	AV07468	Java II : 1864-1867	AS0349	Java II	AA0600	Hitch, Charles & Son	AM4530	Smith, Nathan S.	https://archive.org/details/abstractsofwhali4186denn/page/102	1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41031	4-103	AV07530	Jireh Perry : 1864-1868	AS0337	Jireh Perry	AA1237	Swift & Perry	AM2368	Halsey, Benjamin H.	https://archive.org/details/abstractsofwhali4186denn/page/103	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41041	4-104	AV07533	Jireh Perry : 1868	AS0337	Jireh Perry	AA1237	Swift & Perry	AM4491	Smith, George Fowler	https://archive.org/details/abstractsofwhali4186denn/page/104	1868	New Bedford, MA	2021-10-04	
AD41042	4-104	AV07534	Jireh Perry : 1868-1871	AS0337	Jireh Perry	AA1237	Swift & Perry	AM2989	Kidder, Samuel D.	https://archive.org/details/abstractsofwhali4186denn/page/104	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41043	4-104	AV07540	Jireh Swift : 1862-1864	AS0341	Jireh Swift	AA1235	Swift & Allen	AM5375	Williams, Thomas William	https://archive.org/details/abstractsofwhali4186denn/page/104	1862 1863 1864	New Bedford, MA	2021-10-04	
AD41051	4-105	AV07697	John Carver : 1866-1870	AS0351	John Carver	AA0733	Knowles, Thomas & Co.	AM5494	Worth, Henry F.	https://archive.org/details/abstractsofwhali4186denn/page/105	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41052	4-105	AV07698	John Carver : 1870-1874	AS0351	John Carver	AA0733	Knowles, Thomas & Co.	AM2721	Howland, Humphrey D.	https://archive.org/details/abstractsofwhali4186denn/page/105	1870 1871 1872 1873 1874	New Bedford, MA	2021-10-04	
AD41061	4-106	AV07721	John Dawson : 1864-1866	AS0343	John Dawson	AA1380	Wing, Joseph & William R.	AM1374	Cottle, James, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/106	1864 1865 1866	New Bedford, MA	2021-10-04	
AD41062	4-106	AV07720	John Dawson : 1862-1864	AS0343	John Dawson	AA1380	Wing, Joseph & William R.	AM1343	Cornell, John W.	https://archive.org/details/abstractsofwhali4186denn/page/106	1862 1863 1864	New Bedford, MA	2021-10-04	
AD41071	4-107	AV07747	John Howland : 1864-1871	AS0321	John Howland	AA0644	Howland, James H.	AM5275	Whelden, Alexander	https://archive.org/details/abstractsofwhali4186denn/page/107	1864 1865 1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41081	4-108	AV07774	John P. West : 1863-1868	AS0350	John P. West	AA1334	West, Simeon N.	AM5038	Tinker, Daniel G.	https://archive.org/details/abstractsofwhali4186denn/page/108	1863 1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41091	4-109	AV07815	John Wells : 1865-1869	AS0333	John Wells	AA0171	Brownell, William O.	AM1544	Dean, Aaron	https://archive.org/details/abstractsofwhali4186denn/page/109	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41092	4-109	AV07816	John Wells : 1869-1871	AS0333	John Wells	AA0171	Brownell, William O.	AM1544	Dean, Aaron	https://archive.org/details/abstractsofwhali4186denn/page/109	1869 1870 1871	New Bedford, MA	2021-10-04	
AD41101	4-110	AV07807	John W. Dodge : 1867	AS0352	John W. Dodge	AA1267	Thatcher, Charles & Co.	AM2663	Honeywell, John M.	https://archive.org/details/abstractsofwhali4186denn/page/110	1867	New Bedford, MA	2021-10-04	
AD41102	4-110	AV07808	John W. Dodge : 1867-1868	AS0352	John W. Dodge	AA1267	Thatcher, Charles & Co.	AM0999	Clark, Edwin N.	https://archive.org/details/abstractsofwhali4186denn/page/110	1867 1868	New Bedford, MA	2021-10-04	
AD41103	4-110	AV07809	John W. Dodge : 1868-1869	AS0352	John W. Dodge	AA0373	Delano, Abraham	AM2663	Honeywell, John M.	https://archive.org/details/abstractsofwhali4186denn/page/110	1868 1869	New Bedford, MA	2021-10-04	
AD41111	4-111	AV07888	Josephine : 1867-1871	AS0346	Josephine	AA1237	Swift & Perry	AM1220	Cogan, Bernard	https://archive.org/details/abstractsofwhali4186denn/page/111	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41112	4-111	AV07887	Josephine : 1863-1867	AS0346	Josephine	AA1237	Swift & Perry	AM0889	Chapman, James L.	https://archive.org/details/abstractsofwhali4186denn/page/111	1863 1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41121	4-112	AV07722	John Dawson : 1867-1870	AS0343	John Dawson	AA1380	Wing, Joseph & William R.	AM5324	Wicks, Asaph S.	https://archive.org/details/abstractsofwhali4186denn/page/112	1867 1868 1869 1870	New Bedford, MA	2021-10-04	
AD41122	4-112	AV07721	John Dawson : 1864-1866	AS0343	John Dawson	AA1380	Wing, Joseph & William R.	AM1374	Cottle, James, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/112	1864 1865 1866	New Bedford, MA	2021-10-04	
AD41131	4-113	AV08043	Kathleen : 1864-1867	AS0357	Kathleen	AA1380	Wing, Joseph & William R.	AM4113	Robbins, Charles H.	https://archive.org/details/abstractsofwhali4186denn/page/113	1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41141	4-114	AV08046	Kathleen : 1871-1875	AS0357	Kathleen	AA1380	Wing, Joseph & William R.	AM2744	Howland, Samuel R.	https://archive.org/details/abstractsofwhali4186denn/page/114	1871 1872 1873 1874 1875	New Bedford, MA	2021-10-04	
AD41142	4-114	AV08045	Kathleen : 1867-1871	AS0357	Kathleen	AA1380	Wing, Joseph & William R.	AM1374	Cottle, James, Jr.	https://archive.org/details/abstractsofwhali4186denn/page/114	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41151	4-115	AV08133	Laetitia : 1868-1872	AS0390	Laetitia	AA1380	Wing, Joseph & William R.	AM4727	Stowell, Joseph	https://archive.org/details/abstractsofwhali4186denn/page/115	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41152	4-115	AV08131	Laetitia : 1864-1868	AS0390	Laetitia	AA1380	Wing, Joseph & William R.	AM4727	Stowell, Joseph	https://archive.org/details/abstractsofwhali4186denn/page/115	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41161	4-116	AV08167	Lagoda : 1868-1873	AS0381	Lagoda	AA0140	Bourne, Jonathan, Jr.	AM4924	Swift, Stephen L.	https://archive.org/details/abstractsofwhali4186denn/page/116	1868 1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41162	4-116	AV08166	Lagoda : 1864-1868	AS0381	Lagoda	AA0140	Bourne, Jonathan, Jr.	AM1854	Fisher, Charles William(s)	https://archive.org/details/abstractsofwhali4186denn/page/116	1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41171	4-117	AV08218	Lancer : 1869-1873	AS0391	Lancer	AA1045	Richmond, Joshua & Son	AM3265	Macy, William Jenkins	https://archive.org/details/abstractsofwhali4186denn/page/117	1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41172	4-117	AV08217	Lancer : 1865-1868	AS0391	Lancer	AA1044	Richmond, Joshua	AM3265	Macy, William Jenkins	https://archive.org/details/abstractsofwhali4186denn/page/117	1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41181	4-118	AV08109	Laconia : 1866-1868	AS0398	Laconia	AA0729	Knowles, John P., II	AM3729	Parker, Charles W.	https://archive.org/details/abstractsofwhali4186denn/page/118	1866 1867 1868	New Bedford, MA	2021-10-04	
AD41182	4-118	AV08110	Laconia : 1868-1871	AS0398	Laconia	AA0729	Knowles, John P., II	AM3191	Luce, John Adams	https://archive.org/details/abstractsofwhali4186denn/page/118	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41191	4-119	AV08622	Louisiana : 1864-1865	AS0386	Louisiana	AA0931	Nye, Thomas, Jr.	AM2476	Haskins, William Henry	https://archive.org/details/abstractsofwhali4186denn/page/119	1864 1865	New Bedford, MA	2021-10-04	
AD41192	4-119	AV07747	John Howland : 1864-1871	AS0321	John Howland	AA0644	Howland, James H.	AM5275	Whelden, Alexander	https://archive.org/details/abstractsofwhali4186denn/page/119	1864 1865 1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41201	4-120	AV08583	Louisa : 1869-1874	AS0388	Louisa	AA1235	Swift & Allen	AM4396	Slocum, George W.	https://archive.org/details/abstractsofwhali4186denn/page/120	1869 1870 1871 1872 1873 1874	New Bedford, MA	2021-10-04	
AD41202	4-120	AV08582	Louisa : 1865-1868	AS0388	Louisa	AA1235	Swift & Allen	AM1411	Crapo, Reuben William	https://archive.org/details/abstractsofwhali4186denn/page/120	1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41211	4-121	AV08920	Marengo : 1866-1871	AS0461	Marengo	AA0171	Brownell, William O.	AM3125	Little, Joseph C.	https://archive.org/details/abstractsofwhali4186denn/page/121	1866 1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41221	4-122	AV08852	Marcella : 1869-1873	AS0455	Marcella	AA1305	Tucker, Charles R. & Co.	AM5033	Tilton, Owen H.	https://archive.org/details/abstractsofwhali4186denn/page/122	1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41222	4-122	AV08850	Marcella : 1865-1867	AS0455	Marcella	AA1305	Tucker, Charles R. & Co.	AM0906	Chase, Henry B.	https://archive.org/details/abstractsofwhali4186denn/page/122	1865 1866 1867	New Bedford, MA	2021-10-04	
AD41223	4-122	AV08851	Marcella : 1867-1869	AS0455	Marcella	AA1305	Tucker, Charles R. & Co.	AM5243	West, Charles	https://archive.org/details/abstractsofwhali4186denn/page/122	1867 1868 1869	New Bedford, MA	2021-10-04	
AD41231	4-123	AV09424	Massachusetts : 1865-1868	AS0444	Massachusetts	AA1235	Swift & Allen	AM5342	Wilcox, Nathan B.	https://archive.org/details/abstractsofwhali4186denn/page/123	1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41241	4-124	AV07775	John P. West : 1868-1871	AS0350	John P. West	AA1334	West, Simeon N.	AM3277	Manchester, Calvin	https://archive.org/details/abstractsofwhali4186denn/page/124	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41242	4-124	AV07776	John P. West : 1871-1874	AS0350	John P. West	AA1334	West, Simeon N.	AM3277	Manchester, Calvin	https://archive.org/details/abstractsofwhali4186denn/page/124	1871 1872 1873 1874	New Bedford, MA	2021-10-04	
AD41251	4-125	AV07285	James Arnold : 1869-1873	AS0340	James Arnold	AA1251	Taber, Gordon & Co.	AM0605	Briggs, William Penn	https://archive.org/details/abstractsofwhali4186denn/page/125	1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41252	4-125	AV07284	James Arnold : 1866-1869	AS0340	James Arnold	AA1251	Taber, Gordon & Co.	AM4741	Sullivan, Thomas	https://archive.org/details/abstractsofwhali4186denn/page/125	1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41261	4-126	AV09069	Mars : 1869-1873	AS0456	Mars	AA0517	Gifford & Cummings	AM0072	Allen, George W.	https://archive.org/details/abstractsofwhali4186denn/page/126	1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41262	4-126	AV09068	Mars : 1865-1868	AS0456	Mars	AA0517	Gifford & Cummings	AM2317	Grey, George	https://archive.org/details/abstractsofwhali4186denn/page/126	1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41271	4-127	AV09144	Martha : 1868-1872	AS0401	Martha	AA1235	Swift & Allen	AM2155	Gartland, Peter	https://archive.org/details/abstractsofwhali4186denn/page/127	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41272	4-127	AV09143	Martha : 1863-1868	AS0401	Martha	AA1235	Swift & Allen	AM5004	Thomas, William W.	https://archive.org/details/abstractsofwhali4186denn/page/127	1863 1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41281	4-128	AV04036	Edward Everett : 1873-1875	AS0197	Edward Everett	AA0013	Allen, Gideon & Son	AM4363	Silva, Joseph D.	https://archive.org/details/abstractsofwhali4186denn/page/128	1873 1874 1875	New Bedford, MA	2021-10-04	
AD41282	4-128	AV09164	Martha II : 1862-1865	AS2852	Martha II	AA0171	Brownell, William O.	AM1499	Daily, Barnard H.	https://archive.org/details/abstractsofwhali4186denn/page/128	1862 1863 1864 1865	New Bedford, MA	2021-10-04	
AD41291	4-129	AV07889	Josephine : 1871-1875	AS0346	Josephine	AA1235	Swift & Allen	AM3142	Long, George F.	https://archive.org/details/abstractsofwhali4186denn/page/129	1871 1872 1873 1874 1875	New Bedford, MA	2021-10-04	
AD41292	4-129	AV07888	Josephine : 1867-1871	AS0346	Josephine	AA1237	Swift & Perry	AM1220	Cogan, Bernard	https://archive.org/details/abstractsofwhali4186denn/page/129	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41301	4-130	AV09348	Mary Frazier : 1867-1871	AS0457	Mary Frazier	AA1304	Tucker, Charles R.	AM0859	Caswell, Thomas T.	https://archive.org/details/abstractsofwhali4186denn/page/130	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41302	4-130	AV09346	Mary Frazier : 1865	AS0457	Mary Frazier	AA1304	Tucker, Charles R.	AM0102	Allen, William H.	https://archive.org/details/abstractsofwhali4186denn/page/130	1865	New Bedford, MA	2021-10-04	
AD41303	4-130	AV09347	Mary Frazier : 1865-1867	AS0457	Mary Frazier	AA1304	Tucker, Charles R.	AM2054	Fuller, Andrew J.	https://archive.org/details/abstractsofwhali4186denn/page/130	1865 1866 1867	New Bedford, MA	2021-10-04	
AD41311	4-131	AV09238	Mary and Susan : 1864-1867	AS0481	Mary and Susan	AA0733	Knowles, Thomas & Co.	AM2743	Howland, Philip	https://archive.org/details/abstractsofwhali4186denn/page/131	1864 1865 1866 1867	New Bedford, MA	2021-10-04	
AD41321	4-132	AV08168	Lagoda : 1873-1877	AS0381	Lagoda	AA0140	Bourne, Jonathan, Jr.	AM3099	Lewis, Edward Darwen	https://archive.org/details/abstractsofwhali4186denn/page/132	1873 1874 1875 1876 1877	New Bedford, MA	2021-10-04	
AD41322	4-132	AV12475	Roman : 1868-1871	AS0579	Roman	AA1321	Watkins, William	AM2892	Jernegan, Jared	https://archive.org/details/abstractsofwhali4186denn/page/132	1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41331	4-133	AV09215	Mary : 1863-1864	AS0439	Mary	AA0171	Brownell, William O.	AM5010	Thompson, Edwin P.	https://archive.org/details/abstractsofwhali4186denn/page/133	1863 1864	New Bedford, MA	2021-10-04	
AD41332	4-133	AV08167	Lagoda : 1868-1873	AS0381	Lagoda	AA0140	Bourne, Jonathan, Jr.	AM4924	Swift, Stephen L.	https://archive.org/details/abstractsofwhali4186denn/page/133	1868 1869 1870 1871 1872 1873	New Bedford, MA	2021-10-04	
AD41341	4-134	AV08046	Kathleen : 1871-1875	AS0357	Kathleen	AA1380	Wing, Joseph & William R.	AM2744	Howland, Samuel R.	https://archive.org/details/abstractsofwhali4186denn/page/134	1871 1872 1873 1874 1875	New Bedford, MA	2021-10-04	
AD41342	4-134	AV09775	Milo : 1863-1869	AS0400	Milo	AA0699	Jones, Edward C.	AM2526	Hawes, Jonathan Capen	https://archive.org/details/abstractsofwhali4186denn/page/134	1863 1864 1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41361	4-136	AV09622	Merlin : 1868-1872	AS0479	Merlin	AA1321	Watkins, William	AM0061	Allen, David E.	https://archive.org/details/abstractsofwhali4186denn/page/136	1868 1869 1870 1871 1872	New Bedford, MA	2021-10-04	
AD41362	4-136	AV09619	Merlin : 1863-1868	AS0479	Merlin	AA1321	Watkins, William	AM0251	Baker, David	https://archive.org/details/abstractsofwhali4186denn/page/136	1863 1864 1865 1866 1867 1868	New Bedford, MA	2021-10-04	
AD41371	4-137	AV10132	Mount Wollaston : 1867-1871	AS0465	Mount Wollaston	AA1114	Seabury, Otis	AM1129	Coffin, Edward B.	https://archive.org/details/abstractsofwhali4186denn/page/137	1867 1868 1869 1870 1871	New Bedford, MA	2021-10-04	
AD41381	4-138	AV09749	Midas : 1869-1874	AS0405	Midas	AA0171	Brownell, William O.	AM2386	Hamill, Charles	https://archive.org/details/abstractsofwhali4186denn/page/138	1869 1870 1871 1872 1873 1874	New Bedford, MA	2021-10-04	
AD41382	4-138	AV09748	Midas : 1865-1869	AS0405	Midas			AM1620	Drake, David Rose	https://archive.org/details/abstractsofwhali4186denn/page/138	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41391	4-139	AV09775	Milo : 1863-1869	AS0400	Milo	AA0699	Jones, Edward C.	AM2526	Hawes, Jonathan Capen	https://archive.org/details/abstractsofwhali4186denn/page/139	1863 1864 1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41401	4-140	AV09786	Milton : 1865-1869	AS0420	Milton	AA1253	Taber, Henry & Co.	AM2281	Grant, Charles	https://archive.org/details/abstractsofwhali4186denn/page/140	1865 1866 1867 1868 1869	New Bedford, MA	2021-10-04	
AD41411	4-141	AV09817	Milwood : 1862-1863	AS0403	Milwood	AA0013	Allen, Gideon & Son	AM2502	Hathaway, Richard W.	https://archive.org/details/abstractsofwhali4186denn/page/141	1862 1863	New Bedford, MA	2021-10-04	
AD41412	4-141	AV09819	Milwood : 1864	AS0403	Milwood	AA0013	Allen, Gideon & Son	AM0207	Aveline, James O.	https://archive.org/details/abstractsofwhali4186denn/page/141	1864	New Bedford, MA	2021-10-04	
AD41413	4-141	AV09820	Milwood : 1865-1866	AS0403	Milwood	AA0013	Allen, Gideon & Son	AM0118	Allyn (Allen), Isaac	https://archive.org/details/abstractsofwhali4186denn/page/141	1865 1866	New Bedford, MA	2021-10-04	
AD41414	4-141	AV09821	Milwood : 1867-1868	AS0403	Milwood	AA0013	Allen, Gideon & Son	AM0118	Allyn (Allen), Isaac	https://archive.org/details/abstractsofwhali4186denn/page/141	1867 1868	New Bedford, MA	2021-10-04	
AD41421	4-142	AV09922	Minerva Smyth : 1866-1870	AS0410	Minerva Smyth	AA0105	Bartlett, Ivory H. & Sons	AM2748	Howland, Timothy J.	https://archive.org/details/abstractsofwhali4186denn/page/142	1866 1867 1868 1869 1870	New Bedford, MA	2021-10-04	
